name,province,district,county,type,lat,long
Esc. Manuel Aparicio,Comarca Ngobe Bugle,Kusapin,Bahía Azul,Primaria Oficial,"9° 1' 23.942"""" N","81° 49' 5.563"""" W"
Esc. Nueva Esperanza,Comarca Ngobe Bugle,Muna,Sitio Prado,Primaria Oficial,"8° 24' 12.627"""" N","81° 37' 38.550"""" W"
Esc. Lajero Abajo o Sardina,Comarca Ngobe Bugle,Nole Duima,Lajero,Primaria Oficial,"8° 16' 21.406"""" N","81° 46' 7.033"""" W"
Esc. Hato Horcón,Comarca Ngobe Bugle,Nole Duima,Lajero,Primaria Oficial,"8° 18' 40.867"""" N","81° 46' 24.255"""" W"
Esc. Qda. Honda,Comarca Ngobe Bugle,Nole Duima,Lajero,Primaria Oficial,"8° 17' 20.510"""" N","81° 47' 37.206"""" W"
Esc. Cerro Iglesias No 2,Comarca Ngobe Bugle,Nole Duima,Cerro Iglesias (Cab.),Primaria Oficial,"8° 18' 20.335"""" N","81° 47' 50.418"""" W"
Esc. Petita Santo,Comarca Ngobe Bugle,Nole Duima,Susama,Primaria Oficial,"8° 20' 49.475"""" N","81° 47' 50.938"""" W"
Esc. Cerro Tula,Comarca Ngobe Bugle,Nole Duima,Hato Chamí,Primaria Oficial,"8° 23' 39.822"""" N","81° 47' 45.474"""" W"
Esc. Hato Rincón,Comarca Ngobe Bugle,Nole Duima,Jädaberi,Primaria Oficial,"8° 29' 8.745"""" N","81° 47' 30.998"""" W"
Esc. Buena Vista,Comarca Ngobe Bugle,Nole Duima,Jädaberi,Primaria Oficial,"8° 32' 23.171"""" N","81° 49' 24.186"""" W"
Esc. Rio Bueno,Comarca Ngobe Bugle,Kankintu,Piedra Roja,Primaria Oficial,"8° 37' 16.679"""" N","81° 45' 10.782"""" W"
Esc. Mununi,Comarca Ngobe Bugle,Kankintu,Guoroní,Primaria Oficial,"8° 47' 58.907"""" N","81° 47' 41.462"""" W"
Esc. Llano Iglesia,Comarca Ngobe Bugle,Besiko,Cerro Banco,Primaria Oficial,"8° 27' 21.714"""" N","81° 59' 52.039"""" W"
Esc. Nueva Molena,Comarca Ngobe Bugle,Besiko,Niba,Primaria Oficial,"8° 30' 25.142"""" N","81° 57' 27.565"""" W"
Esc. Alto Caña,Comarca Ngobe Bugle,Besiko,Soloy (Cab.),Primaria Oficial,"8° 31' 40.117"""" N","82° 7' 25.398"""" W"
Esc. Alto de Mango,Comarca Ngobe Bugle,Besiko,Soloy (Cab.),Primaria Oficial,"8° 33' 18.400"""" N","82° 4' 26.071"""" W"
Esc. Boca de Huso,Comarca Ngobe Bugle,Besiko,Soloy (Cab.),Primaria Oficial,"8° 30' 33.848"""" N","82° 3' 6.665"""" W"
Esc. Qda. Mono *,Comarca Ngobe Bugle,Kankintu,Mununí,Primaria Oficial,"8° 33' 41.682"""" N","81° 44' 1.567"""" W"
Esc. Dobrote (Anexa a Kankintu),Comarca Ngobe Bugle,Kankintu,Kankintu,Primaria Oficial,"8° 50' 38.431"""" N","81° 49' 12.210"""" W"
Esc. Guarumito,Comarca Ngobe Bugle,Kankintu,Burí,Primaria Oficial,"8° 55' 17.251"""" N","82° 14' 41.945"""" W"
Esc. Barranquilla,Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 51' 44.909"""" N","82° 5' 6.115"""" W"
Esc. Boca de Man Creek,Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 56' 3.516"""" N","82° 3' 36.547"""" W"
Esc. El Guabal,Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 51' 45.647"""" N","82° 2' 6.101"""" W"
Esc. Zorra,Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 43' 33.251"""" N","82° 2' 36.672"""" W"
Esc. Tobori (Anexa a Zorra),Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 43' 37.620"""" N","82° 2' 37.139"""" W"
Esc. Norteño,Comarca Ngobe Bugle,Kankintu,Tuwai,Primaria Oficial,"9° 0' 30.230"""" N","82° 19' 9.798"""" W"
Esc. Loma de Agua,Comarca Ngobe Bugle,Kankintu,Tuwai,Primaria Oficial,"9° 0' 11.164"""" N","82° 20' 49.308"""" W"
Esc. Qda. Negrita,Bocas del Toro,Bocas del Toro,Cauchero,Primaria Oficial,"9° 4' 48.364"""" N","82° 21' 37.127"""" W"
Esc. Santa Marta,Comarca Ngobe Bugle,Kankintu,Tuwai,Primaria Oficial,"9° 2' 44.556"""" N","82° 19' 23.970"""" W"
Esc. Cerro Redondo,Comarca Ngobe Bugle,Kusapin,Kusapin,Primaria Oficial,"9° 9' 45.114"""" N","81° 54' 42.602"""" W"
Esc. Punta Valiente,Comarca Ngobe Bugle,Kusapin,Kusapin,Primaria Oficial,"9° 10' 42.574"""" N","81° 54' 47.106"""" W"
Esc. Ensenada,Comarca Ngobe Bugle,Kusapin,Kusapin,Primaria Oficial,"9° 9' 17.615"""" N","81° 52' 21.260"""" W"
Esc. San Soledad,Comarca Ngobe Bugle,Kusapin,Calovébora o Santa Catalina,Primaria Oficial,"8° 42' 16.102"""" N","81° 17' 58.541"""" W"
Esc. Cerro Santos,Comarca Ngobe Bugle,Kusapin,Rio Chiriqui,Primaria Oficial,"8° 37' 33.786"""" N","81° 36' 18.897"""" W"
Esc. Punta Níspero,Comarca Ngobe Bugle,Kusapin,Tobobe,Primaria Oficial,"9° 4' 4.622"""" N","81° 48' 30.819"""" W"
Esc. Qda. Essey,Comarca Ngobe Bugle,Kusapin,Tobobe,Primaria Oficial,"8° 54' 28.876"""" N","81° 42' 54.357"""" W"
Esc. Los Santos,Comarca Ngobe Bugle,Kankintu,Tuwai,Primaria Oficial,"8° 59' 20.070"""" N","82° 22' 0.830"""" W"
Esc. Muay,Comarca Ngobe Bugle,Kusapin,Rio Chiriqui,Primaria Oficial,"8° 47' 37.802"""" N","81° 38' 3.956"""" W"
Esc. Valerio Flores,Comarca Ngobe Bugle,Kusapin,Valle Bonito,Primaria Oficial,"8° 36' 14.618"""" N","81° 13' 58.706"""" W"
Esc. Valle Bonito,Comarca Ngobe Bugle,Kusapin,Valle Bonito,Primaria Oficial,"8° 37' 56.853"""" N","81° 16' 26.750"""" W"
Esc. Cerro Viejo,Comarca Ngobe Bugle,Besiko,Soloy (Cab.),Primaria Oficial,"8° 28' 58.574"""" N","82° 7' 51.463"""" W"
Esc. Cerro Muleto,Comarca Ngobe Bugle,Besiko,Niba,Primaria Oficial,"8° 31' 39.856"""" N","81° 58' 48.976"""" W"
Esc. Carrizal,Comarca Ngobe Bugle,Mirono,Cascabel,Primaria Oficial,"8° 29' 51.250"""" N","81° 53' 54.894"""" W"
Esc. Alto Camarón,Comarca Ngobe Bugle,Mirono,Hato Corotú,Primaria Oficial,"8° 21' 39.414"""" N","81° 56' 58.616"""" W"
Esc. Juay Arriba,Comarca Ngobe Bugle,Mirono,Hato Corotú,Primaria Oficial,"8° 19' 46.575"""" N","81° 56' 29.311"""" W"
Esc. Cerro Piedra,Comarca Ngobe Bugle,Mirono,Hato Culantro,Primaria Oficial,"8° 26' 23.683"""" N","81° 50' 23.843"""" W"
Esc. Alto Guayabal,Comarca Ngobe Bugle,Mirono,Salto Dupí,Primaria Oficial,"8° 21' 16.121"""" N","81° 52' 15.961"""" W"
Esc. Tijera,Comarca Ngobe Bugle,Muna,Chichica (Cab.),Primaria Oficial,"8° 19' 49.162"""" N","81° 39' 43.000"""" W"
Esc. Guayabal,Comarca Ngobe Bugle,Muna,Alto Caballero,Primaria Oficial,"8° 19' 8.465"""" N","81° 41' 47.560"""" W"
Esc. Cogle,Comarca Ngobe Bugle,Muna,Bakama,Primaria Oficial,"8° 13' 52.984"""" N","81° 35' 51.597"""" W"
Esc. Qda. Caña,Comarca Ngobe Bugle,Muna,Bakama,Primaria Oficial,"8° 14' 39.555"""" N","81° 36' 27.550"""" W"
Esc. San Cristóbal,Comarca Ngobe Bugle,Muna,Sitio Prado,Primaria Oficial,"8° 22' 34.161"""" N","81° 32' 4.285"""" W"
Esc. Qda. Carrizo,Comarca Ngobe Bugle,Muna,Umaní,Primaria Oficial,"8° 19' 19.609"""" N","81° 44' 17.828"""" W"
Esc. Alto Castillo,Comarca Ngobe Bugle,Muna,Umaní,Primaria Oficial,"8° 16' 53.155"""" N","81° 43' 32.618"""" W"
Esc. Flor de Anís,Comarca Ngobe Bugle,Nole Duima,Hato Chamí,Primaria Oficial,"8° 24' 48.796"""" N","81° 45' 58.189"""" W"
Esc. Barranco,Comarca Ngobe Bugle,Besiko,Nämnoni,Primaria Oficial,"8° 23' 9.788"""" N","81° 56' 16.345"""" W"
Esc. Guayabal de Peña Blanca,Comarca Ngobe Bugle,Muna,Peña Blanca,Primaria Oficial,"8° 31' 35.118"""" N","81° 39' 17.044"""" W"
Esc. Piedra Amarilla,Comarca Ngobe Bugle,Ñurum,El Piro,Primaria Oficial,"8° 15' 3.321"""" N","81° 31' 23.003"""" W"
Esc. Los Guarumos,Comarca Ngobe Bugle,Ñurum,El Paredón,Primaria Oficial,"8° 27' 23.329"""" N","81° 13' 26.077"""" W"
Esc. Alto Galera,Comarca Ngobe Bugle,Ñurum,Guayabito,Primaria Oficial,"8° 31' 7.629"""" N","81° 29' 33.467"""" W"
C.E.B.G. DE Bisira,Comarca Ngobe Bugle,Kankintu,Bisira (Cab.),Secundaria Oficial,"8° 54' 5.059"""" N","81° 51' 47.889"""" W"
C.E.B.G. El Norteño *,Comarca Ngobe Bugle,Kankintu,Tuwai,Secundaria Oficial,"9° 0' 31.442"""" N","82° 19' 9.496"""" W"
P. C. Kusapin,Comarca Ngobe Bugle,Kusapin,Kusapin,Secundaria Oficial,"9° 10' 55.578"""" N","81° 53' 12.101"""" W"
C.E.B.G. Santa Catalina,Comarca Ngobe Bugle,Kusapin,Calovébora o Santa Catalina,Secundaria Oficial,"8° 47' 3.208"""" N","81° 19' 39.617"""" W"
P. C. Rio Chiriqui,Comarca Ngobe Bugle,Kusapin,Rio Chiriqui,Secundaria Oficial,"8° 50' 19.683"""" N","81° 33' 52.556"""" W"
P. C. Joaquina H. de Torrijos,Comarca Ngobe Bugle,Besiko,Soloy (Cab.),Secundaria Oficial,"8° 28' 59.682"""" N","82° 5' 9.248"""" W"
P. C. Chichica,Comarca Ngobe Bugle,Muna,Chichica (Cab.),Secundaria Oficial,"8° 22' 5.292"""" N","81° 40' 5.660"""" W"
P. C. Buenos Aires,Comarca Ngobe Bugle,Ñurum,Buenos Aires (Cab.),Secundaria Oficial,"8° 24' 52.630"""" N","81° 28' 50.373"""" W"
P. C. El Bale,Comarca Ngobe Bugle,Ñurum,El Bale,Secundaria Oficial,"8° 20' 54.774"""" N","81° 22' 12.524"""" W"
Esc. Monte Lirio,Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 51' 58.830"""" N","82° 6' 9.589"""" W"
Esc. Mojarras,Comarca Ngobe Bugle,Ñurum,Agua de Salud,Primaria Oficial,"8° 27' 7.630"""" N","81° 27' 24.019"""" W"
Esc. Piedra Grande,Comarca Ngobe Bugle,Ñurum,Agua de Salud,Primaria Oficial,"8° 31' 27.795"""" N","81° 27' 39.372"""" W"
Esc. El Naranjal,Comarca Ngobe Bugle,Ñurum,Agua de Salud,Primaria Oficial,"8° 28' 40.574"""" N","81° 28' 4.477"""" W"
Esc. Manati,Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 53' 59.409"""" N","82° 1' 23.721"""" W"
Esc. Agua de Salud,Comarca Ngobe Bugle,Ñurum,Guayabito,Primaria Oficial,"8° 30' 39.480"""" N","81° 28' 19.446"""" W"
Esc. Qda. Caracol,Comarca Ngobe Bugle,Kankintu,Guoroní,Primaria Oficial,"8° 40' 9.184"""" N","81° 44' 12.443"""" W"
Esc. Cuite,Comarca Ngobe Bugle,Kankintu,Kankintu,Primaria Oficial,"8° 50' 42.591"""" N","81° 53' 59.042"""" W"
Esc. Cricamola,Comarca Ngobe Bugle,Kankintu,Bisira (Cab.),Primaria Oficial,"8° 56' 17.814"""" N","81° 54' 42.273"""" W"
Esc. San Pedro Arriba,Comarca Ngobe Bugle,Kusapin,Rio Chiriqui,Primaria Oficial,"8° 44' 38.113"""" N","81° 32' 57.898"""" W"
Esc. Qda. Hacha (A. Cieneguita),Comarca Ngobe Bugle,Besiko,Nämnoni,Primaria Oficial,"8° 20' 37.523"""" N","81° 59' 25.835"""" W"
Esc. Luis Flores,Bocas del Toro,Bocas del Toro,Bocas del Toro (Cab.),Primaria Oficial,"9° 23' 43.425"""" N","82° 14' 37.138"""" W"
NUEVA SELVA,Bocas del Toro,Changuinola,El Empalme,Primaria Oficial,"9° 20' 42.700"""" N","82° 30' 29.780"""" W"
Esc. Nueva Activa Bella Vista,Bocas del Toro,Changuinola,Almirante,Primaria Oficial,"9° 20' 44.933"""" N","82° 28' 2.615"""" W"
Esc. San Martín,Chiriqui,Alanje,Santo Tomás,Primaria Oficial,"8° 26' 55.678"""" N","82° 38' 17.314"""" W"
Esc. Brisas del Rio,Chiriqui,Bugaba,Bugaba,Primaria Oficial,"8° 29' 39.444"""" N","82° 38' 17.312"""" W"
Esc. Bugabita,Chiriqui,Bugaba,La Concepción (Cab.),Primaria Oficial,"8° 31' 11.660"""" N","82° 38' 21.516"""" W"
Esc. Las Perlas,Chiriqui,Bugaba,Volcán,Primaria Oficial,"8° 47' 28.063"""" N","82° 38' 58.402"""" W"
Esc. La Quebrada,Darien,Chepigana,La Palma (Cab.),Primaria Oficial,"8° 29' 9.082"""" N","78° 9' 56.925"""" W"
Esc. Qda. Sábalo,Chiriqui,Baru,Puerto Armuelles (Cab.),Primaria Oficial,"8° 18' 54.182"""" N","82° 59' 30.020"""" W"
Esc. Los Planes,Chiriqui,Baru,Puerto Armuelles (Cab.),Primaria Oficial,"8° 20' 7.355"""" N","82° 59' 42.626"""" W"
Esc. Acueducto Almendro,Chiriqui,Baru,Rodolfo Aguilar Delgado,Primaria Oficial,"8° 25' 22.734"""" N","82° 51' 44.384"""" W"
Esc. San Antonio,Chiriqui,Baru,Rodolfo Aguilar Delgado,Primaria Oficial,"8° 22' 17.959"""" N","82° 53' 14.912"""" W"
Esc. La Unión,Chiriqui,Baru,Rodolfo Aguilar Delgado,Primaria Oficial,"8° 21' 20.593"""" N","82° 58' 24.046"""" W"
Esc. Estrella de Los Valles,Chiriqui,Boquete,Jaramillo,Primaria Oficial,"8° 44' 21.654"""" N","82° 23' 11.831"""" W"
Esc. Londres,Chiriqui,Gualaca,Gualaca (Cab.),Primaria Oficial,"8° 35' 57.014"""" N","82° 11' 4.963"""" W"
Esc. Bajo Cerrón,Chiriqui,Renacimiento,Cañas Gordas,Primaria Oficial,"8° 44' 48.254"""" N","82° 51' 49.135"""" W"
Esc. Rio Guisado,Chiriqui,Renacimiento,Monte Lirio,Primaria Oficial,"8° 49' 35.219"""" N","82° 48' 15.145"""" W"
Esc. Alto Bonito,Chiriqui,Renacimiento,Santa Cruz,Primaria Oficial,"8° 42' 50.083"""" N","82° 44' 45.522"""" W"
Esc. El Paraiso,Chiriqui,San Felix,Las Lajas (Cab.),Primaria Oficial,"8° 14' 4.940"""" N","81° 52' 6.925"""" W"
Esc. Tabasara Abajo,Chiriqui,Tole,Bella Vista,Primaria Oficial,"8° 12' 36.563"""" N","81° 35' 15.835"""" W"
Esc. Cerro Caballo,Chiriqui,Tole,Bella Vista,Primaria Oficial,"8° 10' 36.092"""" N","81° 37' 26.740"""" W"
Esc. Cerro Brujo,Chiriqui,Tole,Cerro Viejo,Primaria Oficial,"8° 14' 53.079"""" N","81° 32' 25.325"""" W"
Esc. Cerro Mangle,Chiriqui,Tole,Cerro Viejo,Primaria Oficial,"8° 17' 58.175"""" N","81° 34' 45.731"""" W"
Esc. Villa de La Arena,Chiriqui,Tole,Cerro Viejo,Primaria Oficial,"8° 13' 45.899"""" N","81° 33' 44.016"""" W"
Esc. Qda. Lajas,Chiriqui,Tole,Lajas de Tole,Primaria Oficial,"8° 9' 7.987"""" N","81° 38' 10.411"""" W"
Esc. Jujucal,Cocle,La Pintada,Piedras Gordas,Primaria Oficial,"8° 37' 59.187"""" N","80° 32' 7.765"""" W"
Esc. Caimitillo,Cocle,Nata,Guzmán,Primaria Oficial,"8° 34' 29.684"""" N","80° 36' 44.241"""" W"
Esc. Culebra,Cocle,Nata,Las Huacas,Primaria Oficial,"8° 31' 43.468"""" N","80° 48' 16.968"""" W"
Esc. El Hato,Cocle,Ola,Ola (Cab.),Primaria Oficial,"8° 27' 0.676"""" N","80° 39' 1.381"""" W"
Esc. Los Pilares,Cocle,Penonome,Toabré,Primaria Oficial,"8° 44' 39.686"""" N","80° 14' 18.527"""" W"
Esc. Paso Real,Cocle,Penonome,Toabré,Primaria Oficial,"8° 44' 1.665"""" N","80° 19' 9.369"""" W"
Esc. Sabaneta de U,Cocle,Penonome,Toabré,Primaria Oficial,"8° 51' 16.071"""" N","80° 15' 50.184"""" W"
Esc. Nvo. San Antonio,Cocle,Penonome,Tulú,Primaria Oficial,"8° 47' 15.985"""" N","80° 23' 15.220"""" W"
Esc. Luracito Arriba,Cocle,Penonome,Tulú,Primaria Oficial,"8° 43' 53.658"""" N","80° 21' 14.147"""" W"
Esc. La Escoba,Colon,Colon,Escobal,Primaria Oficial,"9° 10' 29.845"""" N","80° 1' 6.179"""" W"
Esc. El Castillo,Colon,Chagres,La Encantada,Primaria Oficial,"9° 4' 15.999"""" N","80° 9' 49.605"""" W"
Esc. Los Uveros,Colon,Chagres,La Encantada,Primaria Oficial,"8° 57' 14.403"""" N","80° 8' 23.087"""" W"
Esc. Elisa Vda. de Garrido,Colon,Colon,Buena Vista,Primaria Oficial,"9° 16' 22.338"""" N","79° 41' 42.238"""" W"
Esc. La Escandalosa,Colon,Colon,Buena Vista,Primaria Oficial,"9° 20' 20.846"""" N","79° 40' 13.578"""" W"
Esc. El Porvenir,Colon,Colon,Ciricito,Primaria Oficial,"9° 5' 52.370"""" N","80° 2' 40.004"""" W"
Esc. La Humildad,Colon,Colon,Escobal,Primaria Oficial,"8° 59' 35.096"""" N","80° 0' 23.716"""" W"
Esc. Cirí Grande,Colon,Colon,Ciricito,Primaria Oficial,"9° 1' 38.724"""" N","80° 5' 1.622"""" W"
Esc. Sierra Llorona No. 2,Colon,Colon,Puerto Pilón,Primaria Oficial,"9° 21' 23.316"""" N","79° 43' 53.445"""" W"
Esc. Santa Elena,Colon,Donoso,Cocle del Norte,Primaria Oficial,"8° 53' 1.974"""" N","80° 23' 27.964"""" W"
Esc. San Luis Cuatro Calles,Colon,Donoso,Cocle del Norte,Primaria Oficial,"8° 54' 49.203"""" N","80° 24' 6.911"""" W"
Esc. Jobo Centro,Colon,Donoso,El Guásimo,Primaria Oficial,"9° 2' 12.520"""" N","80° 15' 18.048"""" W"
Esc. Los Bajitos,Colon,Donoso,El Guásimo,Primaria Oficial,"9° 0' 20.820"""" N","80° 14' 41.985"""" W"
Esc. Nueva Concepción,Colon,Donoso,El Guásimo,Primaria Oficial,"9° 1' 15.304"""" N","80° 22' 4.082"""" W"
Esc. Santa Maria,Colon,Donoso,El Guásimo,Primaria Oficial,"8° 56' 1.562"""" N","80° 17' 48.810"""" W"
Esc. Llano Bonito,Colon,Donoso,El Guásimo,Primaria Oficial,"9° 3' 13.258"""" N","80° 18' 11.305"""" W"
Esc. Unión Coclesana,Colon,Donoso,El Guásimo,Primaria Oficial,"9° 2' 49.564"""" N","80° 22' 51.268"""" W"
Esc. El Escobal,Colon,Donoso,El Guásimo,Primaria Oficial,"8° 59' 3.265"""" N","80° 20' 12.459"""" W"
Esc. Caño Mamey,Colon,Donoso,Gobea,Primaria Oficial,"9° 9' 1.280"""" N","80° 15' 2.610"""" W"
Esc. El Vallecito,Colon,Donoso,Miguel de La Borda (Cab.),Primaria Oficial,"9° 4' 7.263"""" N","80° 14' 6.992"""" W"
Esc. Nazareth,Colon,Donoso,Miguel de La Borda (Cab.),Primaria Oficial,"9° 7' 18.970"""" N","80° 19' 24.118"""" W"
Esc. El Papayo,Colon,Donoso,Rio Indio,Primaria Oficial,"8° 58' 50.864"""" N","80° 13' 29.336"""" W"
Esc. Jobo Abajo,Colon,Donoso,Rio Indio,Primaria Oficial,"9° 3' 37.121"""" N","80° 11' 41.255"""" W"
Esc. Dosake Puru,Comarca Embera,Cemaco,Lajas Blancas,Primaria Oficial,"8° 33' 48.097"""" N","77° 45' 38.188"""" W"
Esc. Los Mogotes,Comarca Embera,Cemaco,Lajas Blancas,Primaria Oficial,"8° 16' 32.323"""" N","77° 43' 21.409"""" W"
Esc. José I. Guainora,Comarca Embera,Cemaco,Manuel Ortega,Primaria Oficial,"8° 11' 56.180"""" N","77° 36' 17.876"""" W"
Esc. El Común,Comarca Embera,Cemaco,Manuel Ortega,Primaria Oficial,"8° 11' 12.237"""" N","77° 37' 12.921"""" W"
Esc. Tesca Villa Nueva,Comarca Embera,Cemaco,Manuel Ortega,Primaria Oficial,"8° 13' 8.198"""" N","77° 32' 46.112"""" W"
Esc. Boca de Guina,Comarca Embera,Sambu,Jingurudó,Primaria Oficial,"7° 50' 15.337"""" N","78° 3' 21.273"""" W"
Esc. Rio de Jesus,Comarca Embera,Sambu,Rio Sábalo,Primaria Oficial,"7° 57' 41.898"""" N","78° 17' 31.550"""" W"
Esc. Mandy Yala,Comarca Kuna Yala,Comarca Kuna Yala,Narganá (Cab.),Primaria Oficial,"9° 26' 12.170"""" N","79° 8' 27.114"""" W"
Esc. Acuatutpu,Comarca Kuna Yala,Comarca Kuna Yala,Narganá (Cab.),Primaria Oficial,"9° 27' 29.736"""" N","78° 59' 58.767"""" W"
Esc. Ailitupu,Comarca Kuna Yala,Comarca Kuna Yala,Narganá (Cab.),Primaria Oficial,"9° 31' 21.208"""" N","79° 3' 27.540"""" W"
Esc. Posoy,Comarca Ngobe Bugle,Besiko,Camarón Arriba,Primaria Oficial,"8° 24' 24.728"""" N","81° 57' 51.819"""" W"
Esc. Qda. Peces,Chiriqui,San Lorenzo,San Lorenzo,Primaria Oficial,"8° 23' 6.400"""" N","82° 1' 23.859"""" W"
Esc. Gasparillo,Comarca Ngobe Bugle,Besiko,Cerro Banco,Primaria Oficial,"8° 29' 53.081"""" N","81° 59' 43.964"""" W"
Esc. Alto Bonito,Comarca Ngobe Bugle,Besiko,Cerro Banco,Primaria Oficial,"8° 29' 0.160"""" N","82° 3' 28.007"""" W"
Esc. Jengibre,Comarca Ngobe Bugle,Besiko,Cerro de Patena,Primaria Oficial,"8° 26' 42.778"""" N","81° 56' 20.438"""" W"
Esc. Madera,Comarca Ngobe Bugle,Besiko,Cerro de Patena,Primaria Oficial,"8° 25' 17.298"""" N","81° 55' 17.953"""" W"
Esc. Ñury,Comarca Ngobe Bugle,Kankintu,Bisira (Cab.),Primaria Oficial,"8° 55' 18.813"""" N","81° 49' 30.338"""" W"
Esc. Kenany (A. Ñury),Comarca Ngobe Bugle,Kankintu,Bisira (Cab.),Primaria Oficial,"8° 56' 59.594"""" N","81° 46' 46.831"""" W"
Esc. Caño Sucio (A. Chalite),Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 50' 49.027"""" N","82° 1' 1.006"""" W"
San Felix (A. Dudori),Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 49' 11.203"""" N","81° 56' 41.174"""" W"
Druri (Anexa a Guariviara),Comarca Ngobe Bugle,Kankintu,Guariviara,Primaria Oficial,"8° 46' 24.104"""" N","81° 58' 9.946"""" W"
Esc. Guanavana (A. Coronte),Comarca Ngobe Bugle,Kankintu,Guoroní,Primaria Oficial,"8° 43' 28.318"""" N","81° 46' 47.738"""" W"
Esc. Qda. Tigre (A. QDA. Caracol,Comarca Ngobe Bugle,Kankintu,Guoroní,Primaria Oficial,"8° 38' 39.481"""" N","81° 44' 32.906"""" W"
Esc. Mununi No. 3,Comarca Ngobe Bugle,Kankintu,Mununí,Primaria Oficial,"8° 32' 5.753"""" N","81° 42' 49.935"""" W"
Esc. Playa Lorenzo,Comarca Ngobe Bugle,Kusapin,Bahía Azul,Primaria Oficial,"9° 4' 23.569"""" N","81° 51' 44.757"""" W"
Esc. Sulidu,Comarca Ngobe Bugle,Kusapin,Rio Chiriqui,Primaria Oficial,"8° 37' 53.663"""" N","81° 37' 6.111"""" W"
Esc. Chelele,Comarca Ngobe Bugle,Kusapin,Calovébora o Santa Catalina,Primaria Oficial,"8° 47' 35.940"""" N","81° 25' 35.470"""" W"
Esc. Boca del Rio Guabo,Comarca Ngobe Bugle,Kusapin,Calovébora o Santa Catalina,Primaria Oficial,"8° 48' 10.810"""" N","81° 27' 37.340"""" W"
Esc. Rio Diablo,Comarca Ngobe Bugle,Kusapin,Tobobe,Primaria Oficial,"9° 2' 2.406"""" N","81° 43' 57.858"""" W"
Esc. Cerro Pita,Comarca Ngobe Bugle,Mirono,Cascabel,Primaria Oficial,"8° 32' 23.420"""" N","81° 54' 14.176"""" W"
Esc. Virulí,Comarca Ngobe Bugle,Mirono,Cascabel,Primaria Oficial,"8° 28' 58.240"""" N","81° 50' 17.883"""" W"
Esc. Llano Culantro,Comarca Ngobe Bugle,Mirono,Hato Culantro,Primaria Oficial,"8° 28' 2.996"""" N","81° 51' 4.741"""" W"
Esc. Qda. Guabo,Comarca Ngobe Bugle,Mirono,Hato Culantro,Primaria Oficial,"8° 27' 27.939"""" N","81° 54' 3.959"""" W"
Esc. Cerro Cruz,Comarca Ngobe Bugle,Muna,Chichica (Cab.),Primaria Oficial,"8° 23' 38.583"""" N","81° 39' 47.889"""" W"
Esc. Cerro Balsa,Comarca Ngobe Bugle,Muna,Nibra,Primaria Oficial,"8° 16' 11.609"""" N","81° 31' 22.206"""" W"
Esc. Genjibre,Comarca Ngobe Bugle,Nole Duima,Jädaberi,Primaria Oficial,"8° 28' 15.994"""" N","81° 49' 25.147"""" W"
Esc. El Murcielago,Comarca Ngobe Bugle,Nole Duima,Alto de Jesus,Primaria Oficial,"8° 16' 17.294"""" N","81° 26' 38.974"""" W"
Esc. Pueblo Nuevo,Comarca Ngobe Bugle,Ñurum,Cerro Pelado,Primaria Oficial,"8° 10' 57.170"""" N","81° 31' 38.329"""" W"
Esc. Israel (A. Soloy),Comarca Ngobe Bugle,Besiko,Soloy (Cab.),Primaria Oficial,"8° 28' 52.229"""" N","82° 6' 38.650"""" W"
Esc. Rio Claro,Darien,Chepigana,Agua Fría,Primaria Oficial,"8° 47' 32.393"""" N","78° 17' 20.998"""" W"
Esc. Candelilla,Darien,Chepigana,Cucunatí,Primaria Oficial,"8° 38' 14.769"""" N","78° 15' 51.130"""" W"
Esc. El Caoba,Darien,Chepigana,Cucunatí,Primaria Oficial,"8° 33' 45.114"""" N","78° 12' 51.747"""" W"
Esc. Rio Román,Darien,Chepigana,Cucunatí,Primaria Oficial,"8° 38' 39.300"""" N","78° 14' 48.423"""" W"
Esc. Cerro Naipe (A. a La Atalaya),Darien,Chepigana,Garachine,Primaria Oficial,"7° 58' 44.574"""" N","78° 19' 2.930"""" W"
Esc. Cocalito,Darien,Chepigana,Jaqué,Primaria Oficial,"7° 17' 34.688"""" N","77° 58' 34.005"""" W"
Esc. Guayabito,Darien,Chepigana,Jaqué,Primaria Oficial,"7° 23' 36.095"""" N","78° 2' 39.197"""" W"
Esc. Qda. Jabón,Darien,Chepigana,Santa Fe,Primaria Oficial,"8° 46' 26.069"""" N","78° 12' 18.705"""" W"
Esc. Qda. Lastenia,Darien,Chepigana,Santa Fe,Primaria Oficial,"8° 44' 25.359"""" N","78° 4' 41.777"""" W"
